Won Toss,Roof,Surface,Duration,Attendance,Weather,Vegas Line,Over/Under
Chiefs (deferred),outdoors,grass,3:10,"67 degrees, relative humidity 53%, wind 8 mph",Kansas City Chiefs -3.0,47.0 
